MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,House Age,Remodel Age,Was Remodeled
20,218986.94964028776,62.0,7500,4,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,7,5,2007,2008,170059.83362068966,179915.26421636617,235143.1935483871,234018.1935483871,261575.92276422764,210.0,4,3,226384.9992337165,4,3,0.0,0.0,902.0,0.0,0.0,316.0,1218.0,181204.96805555557,5,0.0,186200.11090365946,1218,0,0,1218,1.0,0.0,2,0,2,1,4,6,182981.7087770841,0,0,203176.59119861032,2008.0,0.0,2.0,462.0,3,3,0.0,168,168,0,0,0,0,0.0,0,4,2008,277016.7923728814,274579.0123966942,230348,1,0,1
60,218986.94964028776,64.0,8791,3,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,6,5,2003,2003,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,503.0,0.0,0.0,361.0,864.0,181204.96805555557,5,0.0,186200.11090365946,864,864,0,1728,0.0,0.0,2,1,3,1,4,7,182981.7087770841,0,0,203176.59119861032,2003.0,0.0,2.0,673.0,3,3,0.0,216,56,0,0,0,0,0.0,0,5,2008,173907.60378847673,175327.41417910447,207500,5,5,0
20,190810.50749559083,63.0,7500,4,178309.4876472824,177388.57623947616,3,184070.184,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,7,5,2004,2005,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,210179.47781569965,120.0,3,3,226384.9992337165,4,3,0.0,0.0,680.0,0.0,0.0,400.0,1080.0,181204.96805555557,5,0.0,186200.11090365946,1080,0,0,1080,1.0,0.0,1,0,3,1,4,6,182981.7087770841,0,0,104949.25477707006,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,4,2008,173907.60378847673,175327.41417910447,141000,4,3,1
60,190810.50749559083,68.0,10110,4,178309.4876472824,177388.57623947616,3,184070.184,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,6,5,2003,2003,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,80.0,0.0,555.0,200.0,835.0,181204.96805555557,5,0.0,186200.11090365946,835,861,0,1696,1.0,0.0,2,1,3,1,4,7,182981.7087770841,0,0,203176.59119861032,2003.0,0.0,2.0,542.0,3,3,0.0,143,66,0,0,0,0,0.0,0,7,2008,173907.60378847673,175327.41417910447,188000,5,5,0
60,190810.50749559083,67.0,12774,4,178309.4876472824,174122.89411764705,3,184070.184,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,7,5,2003,2004,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,210179.47781569965,95.0,4,3,226384.9992337165,4,3,0.0,0.0,0.0,0.0,0.0,835.0,835.0,181204.96805555557,5,0.0,186200.11090365946,835,828,0,1663,0.0,0.0,2,1,3,1,4,8,182981.7087770841,0,0,203176.59119861032,2003.0,0.0,2.0,478.0,3,3,0.0,168,68,0,0,0,0,0.0,0,7,2008,173907.60378847673,175327.41417910447,192500,5,4,1
20,190810.50749559083,63.0,13072,4,178309.4876472824,177388.57623947616,3,184070.184,138710.7142857143,180228.34979281767,184355.61983471076,178696.39527027027,6,5,2005,2006,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,210179.47781569965,126.0,3,3,226384.9992337165,4,4,0.0,0.0,80.0,0.0,0.0,1095.0,1175.0,181204.96805555557,5,0.0,186200.11090365946,1175,0,0,1175,1.0,0.0,1,0,3,1,4,6,182981.7087770841,0,0,104949.25477707006,0.0,0.0,0.0,0.0,0,0,0.0,0,90,0,0,0,0,0.0,0,6,2008,173907.60378847673,175327.41417910447,146000,3,2,1
20,190810.50749559083,66.0,13695,4,178309.4876472824,177388.57623947616,3,184070.184,138710.7142857143,180228.34979281767,184355.61983471076,178696.39527027027,5,5,2004,2004,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,3,3,226384.9992337165,3,3,0.0,0.0,646.0,0.0,0.0,468.0,1114.0,181204.96805555557,5,0.0,186200.11090365946,1114,0,0,1114,1.0,0.0,1,1,3,1,4,6,182981.7087770841,0,0,132468.47186700767,2004.0,0.0,2.0,576.0,3,3,0.0,0,102,0,0,0,0,0.0,0,6,2008,173907.60378847673,175327.41417910447,159000,4,4,0
20,190810.50749559083,66.0,13695,4,178309.4876472824,177388.57623947616,3,184070.184,138710.7142857143,180228.34979281767,184355.61983471076,178696.39527027027,6,5,2003,2004,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,3,3,226384.9992337165,4,3,0.0,0.0,814.0,0.0,0.0,300.0,1114.0,181204.96805555557,5,0.0,186200.11090365946,1114,0,0,1114,1.0,0.0,1,0,3,1,4,6,182981.7087770841,0,0,132468.47186700767,2004.0,0.0,2.0,576.0,3,3,0.0,0,78,0,0,0,0,0.0,0,7,2008,173907.60378847673,175327.41417910447,155000,5,4,1
60,190810.50749559083,65.0,8366,3,178309.4876472824,177388.57623947616,3,184070.184,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,6,5,2004,2004,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,0.0,0.0,0.0,798.0,798.0,181204.96805555557,5,0.0,186200.11090365946,798,842,0,1640,0.0,0.0,2,1,3,1,4,6,182981.7087770841,0,0,203176.59119861032,2004.0,0.0,2.0,520.0,3,3,0.0,138,45,0,0,0,0,0.0,0,12,2008,173907.60378847673,175327.41417910447,173000,4,4,0
20,190810.50749559083,81.0,9260,4,178309.4876472824,177751.95866141733,3,184070.184,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,7,5,2007,2007,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,0.0,0.0,0.0,1162.0,1162.0,181204.96805555557,5,0.0,186200.11090365946,1162,0,0,1162,0.0,0.0,2,0,3,1,4,6,182981.7087770841,0,0,203176.59119861032,2007.0,0.0,2.0,483.0,3,3,0.0,0,32,0,0,0,0,0.0,0,3,2008,173907.60378847673,175327.41417910447,170000,1,1,0
60,190810.50749559083,65.0,8453,3,178309.4876472824,177388.57623947616,3,184070.184,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,6,5,1995,1995,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,210179.47781569965,38.0,4,3,226384.9992337165,4,3,0.0,0.0,362.0,0.0,0.0,392.0,754.0,181204.96805555557,5,0.0,186200.11090365946,754,855,0,1609,0.0,0.0,2,1,3,1,4,6,182981.7087770841,0,0,203176.59119861032,1995.0,0.0,2.0,525.0,3,3,0.0,0,70,0,0,0,0,0.0,0,4,2008,173907.60378847673,175327.41417910447,182000,13,13,0
60,190810.50749559083,50.0,8480,3,178309.4876472824,177388.57623947616,3,184070.184,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,6,5,1993,1994,170059.83362068966,179915.26421636617,159525.73015873015,160273.85925925925,210179.47781569965,120.0,4,3,226384.9992337165,4,3,0.0,0.0,602.0,0.0,0.0,284.0,886.0,181204.96805555557,5,0.0,186200.11090365946,886,794,0,1680,0.0,1.0,2,1,3,1,4,7,182981.7087770841,0,0,203176.59119861032,1993.0,0.0,2.0,474.0,3,3,0.0,144,96,0,0,0,0,0.0,0,10,2008,173907.60378847673,175327.41417910447,163000,15,14,1
20,190810.50749559083,65.0,8125,4,178309.4876472824,177388.57623947616,3,184070.184,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,6,5,1994,1998,170059.83362068966,179915.26421636617,159525.73015873015,160273.85925925925,210179.47781569965,258.0,3,3,226384.9992337165,4,3,0.0,0.0,1138.0,0.0,0.0,270.0,1408.0,181204.96805555557,5,0.0,186200.11090365946,1679,0,0,1679,1.0,0.0,2,0,3,1,4,7,182981.7087770841,1,2,203176.59119861032,1994.0,0.0,2.0,575.0,3,3,0.0,224,42,0,0,0,0,0.0,0,10,2008,173907.60378847673,175327.41417910447,193500,14,10,1
60,190810.50749559083,43.0,14565,2,178309.4876472824,225531.8722222222,3,184070.184,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,7,5,1994,1995,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,210179.47781569965,145.0,4,3,226384.9992337165,4,3,0.0,0.0,537.0,0.0,0.0,295.0,832.0,181204.96805555557,5,0.0,186200.11090365946,832,825,0,1657,0.0,0.0,2,1,3,1,4,6,182981.7087770841,0,0,203176.59119861032,1994.0,0.0,2.0,483.0,3,3,0.0,144,74,0,0,0,0,0.0,2000,11,2008,173907.60378847673,175327.41417910447,189000,14,13,1
60,190810.50749559083,65.0,8450,4,178309.4876472824,177388.57623947616,3,184070.184,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,6,5,2001,2001,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,472.0,0.0,0.0,355.0,827.0,181204.96805555557,5,0.0,186200.11090365946,827,850,0,1677,1.0,0.0,2,1,3,1,4,7,182981.7087770841,0,0,203176.59119861032,2001.0,0.0,2.0,627.0,3,3,0.0,0,68,0,0,0,0,0.0,0,9,2008,173907.60378847673,175327.41417910447,190500,7,7,0
60,190810.50749559083,75.0,8285,4,178309.4876472824,177751.95866141733,3,184070.184,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,7,5,1992,1992,170059.83362068966,179915.26421636617,159525.73015873015,160273.85925925925,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,397.0,0.0,0.0,439.0,836.0,181204.96805555557,4,0.0,186200.11090365946,844,893,0,1737,0.0,1.0,2,1,3,1,4,7,182981.7087770841,0,0,203176.59119861032,1992.0,0.0,2.0,506.0,3,3,0.0,192,85,0,0,0,0,0.0,0,5,2008,173907.60378847673,175327.41417910447,175000,16,16,0
20,190810.50749559083,67.0,7153,4,178309.4876472824,177388.57623947616,3,184070.184,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,6,5,1991,1991,170059.83362068966,179915.26421636617,159525.73015873015,160273.85925925925,210179.47781569965,88.0,3,3,148284.15353697748,4,3,0.0,0.0,1200.0,0.0,0.0,78.0,1278.0,181204.96805555557,4,0.0,186200.11090365946,1294,0,0,1294,1.0,0.0,2,0,3,1,4,6,182981.7087770841,0,0,203176.59119861032,1991.0,0.0,2.0,496.0,3,3,0.0,112,51,0,0,0,0,0.0,0,6,2008,173907.60378847673,175327.41417910447,179200,17,17,0
60,190810.50749559083,76.0,9291,3,178309.4876472824,177751.95866141733,3,184070.184,142558.33333333334,180228.34979281767,184355.61983471076,205820.0909090909,6,5,1993,1993,170059.83362068966,179915.26421636617,159525.73015873015,160273.85925925925,210179.47781569965,120.0,4,3,226384.9992337165,4,3,0.0,0.0,426.0,0.0,0.0,406.0,832.0,181204.96805555557,5,0.0,186200.11090365946,832,878,0,1710,0.0,0.0,2,1,3,1,4,7,182981.7087770841,0,0,203176.59119861032,1993.0,0.0,2.0,506.0,3,3,0.0,144,70,0,0,0,0,0.0,0,6,2008,173907.60378847673,175327.41417910447,187000,15,15,0
120,190810.50749559083,50.0,8012,4,178309.4876472824,177388.57623947616,3,184070.184,183601.24612941642,180228.34979281767,192311.91416309014,178696.39527027027,6,5,1993,1994,170059.83362068966,179915.26421636617,167988.3076923077,164015.44525547445,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,165.0,0.0,841.0,598.0,1604.0,181204.96805555557,5,0.0,186200.11090365946,1617,0,0,1617,1.0,0.0,2,0,2,1,4,5,182981.7087770841,1,2,203176.59119861032,1993.0,0.0,2.0,533.0,3,3,0.0,0,69,0,0,0,0,0.0,0,7,2008,173907.60378847673,175327.41417910447,193000,15,14,1
120,190810.50749559083,55.0,7892,4,178309.4876472824,177388.57623947616,3,184070.184,183601.24612941642,180228.34979281767,192311.91416309014,178696.39527027027,6,5,1993,1993,170059.83362068966,179915.26421636617,167988.3076923077,164015.44525547445,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,300.0,0.0,0.0,899.0,1199.0,181204.96805555557,5,0.0,186200.11090365946,1199,0,0,1199,0.0,0.0,2,0,2,1,4,5,182981.7087770841,0,0,203176.59119861032,1993.0,0.0,2.0,530.0,3,3,0.0,0,63,0,0,0,0,0.0,0,3,2008,173907.60378847673,175327.41417910447,153900,15,15,0
20,190810.50749559083,70.0,9100,4,178309.4876472824,177388.57623947616,3,136751.1523178808,138710.7142857143,180228.34979281767,184355.61983471076,178696.39527027027,5,5,1963,1963,226018.87385740402,179915.26421636617,145538.83054892602,146944.33753148615,155030.12570462233,0.0,3,3,226384.9992337165,3,4,0.0,0.0,53.0,0.0,799.0,132.0,984.0,181204.96805555557,3,0.0,186200.11090365946,984,0,0,984,1.0,0.0,1,0,3,1,3,5,182981.7087770841,1,3,203176.59119861032,1963.0,0.0,1.0,384.0,3,3,0.0,145,56,0,0,0,0,0.0,400,8,2008,173907.60378847673,175327.41417910447,128000,45,45,0
20,190810.50749559083,72.0,12968,2,178309.4876472824,177388.57623947616,3,136751.1523178808,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,5,6,1962,1962,226018.87385740402,179915.26421636617,159525.73015873015,164015.44525547445,155030.12570462233,0.0,3,3,148284.15353697748,3,3,0.0,0.0,737.0,0.0,0.0,175.0,912.0,181204.96805555557,3,0.0,186200.11090365946,912,0,0,912,1.0,0.0,1,0,2,1,3,4,182981.7087770841,0,0,132468.47186700767,1962.0,0.0,1.0,352.0,3,3,0.0,140,0,0,0,176,0,0.0,0,9,2008,173907.60378847673,175327.41417910447,144000,46,46,0
20,190810.50749559083,75.0,8100,4,178309.4876472824,177388.57623947616,3,136751.1523178808,142498.90184049078,180228.34979281767,184355.61983471076,178696.39527027027,5,8,1961,2007,170059.83362068966,179915.26421636617,145538.83054892602,146944.33753148615,155030.12570462233,0.0,3,4,148284.15353697748,3,3,0.0,0.0,764.0,0.0,0.0,100.0,864.0,181204.96805555557,5,0.0,186200.11090365946,864,0,0,864,1.0,0.0,1,0,3,1,4,5,182981.7087770841,1,3,132468.47186700767,1962.0,0.0,1.0,420.0,3,3,0.0,132,0,0,0,0,0,0.0,0,7,2008,173907.60378847673,175327.41417910447,135000,47,1,1
190,190810.50749559083,65.0,8450,4,178309.4876472824,177388.57623947616,3,136751.1523178808,138710.7142857143,180228.34979281767,125581.70967741935,178696.39527027027,5,5,1968,1968,170059.83362068966,179915.26421636617,159525.73015873015,160273.85925925925,155030.12570462233,0.0,3,3,148284.15353697748,3,2,0.0,0.0,890.0,0.0,0.0,0.0,890.0,181204.96805555557,4,0.0,186200.11090365946,890,0,0,890,1.0,0.0,1,0,3,1,3,5,182981.7087770841,0,0,132468.47186700767,1970.0,0.0,1.0,308.0,3,3,0.0,0,0,0,0,0,0,0.0,0,4,2008,173907.60378847673,175327.41417910447,115000,40,40,0
20,190810.50749559083,60.0,6360,4,178309.4876472824,177388.57623947616,3,136751.1523178808,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,5,5,1963,1963,226018.87385740402,179915.26421636617,145538.83054892602,160273.85925925925,155030.12570462233,0.0,3,3,148284.15353697748,4,4,0.0,0.0,489.0,0.0,0.0,375.0,864.0,181204.96805555557,3,0.0,186200.11090365946,864,0,0,864,0.0,0.0,1,0,3,1,3,5,182981.7087770841,0,0,203176.59119861032,1963.0,0.0,1.0,276.0,3,3,0.0,0,0,0,0,0,0,0.0,650,1,2008,132248.28735632185,137197.29100529102,119916,45,45,0
20,190810.50749559083,65.0,6768,3,178309.4876472824,177388.57623947616,3,136751.1523178808,142498.90184049078,180228.34979281767,184355.61983471076,178696.39527027027,6,8,1961,1996,226018.87385740402,179915.26421636617,159525.73015873015,160273.85925925925,155030.12570462233,0.0,3,4,148284.15353697748,3,3,0.0,0.0,832.0,0.0,0.0,80.0,912.0,181204.96805555557,4,0.0,186200.11090365946,912,0,0,912,1.0,1.0,1,0,3,1,4,5,182981.7087770841,0,0,132468.47186700767,1962.0,0.0,1.0,288.0,3,3,0.0,168,0,0,0,0,0,0.0,0,5,2008,173907.60378847673,175327.41417910447,142000,47,12,1
20,190810.50749559083,95.0,19508,4,178309.4876472824,177388.57623947616,3,248314.58333333334,183601.24612941642,180228.34979281767,184355.61983471076,178696.39527027027,6,5,1974,1974,170059.83362068966,179915.26421636617,159525.73015873015,223157.14285714287,210179.47781569965,144.0,3,3,148284.15353697748,3,3,0.0,0.0,800.0,0.0,0.0,630.0,1430.0,181204.96805555557,3,0.0,186200.11090365946,1430,0,0,1430,0.0,1.0,2,0,3,1,3,6,182981.7087770841,2,3,203176.59119861032,1974.0,0.0,2.0,484.0,3,3,0.0,117,108,165,0,0,0,0.0,0,7,2008,173907.60378847673,175327.41417910447,192000,34,34,0
50,190810.50749559083,70.0,10759,4,178309.4876472824,177751.95866141733,3,136751.1523178808,142498.90184049078,180228.34979281767,184355.61983471076,137529.92356687898,5,4,1972,1972,170059.83362068966,179915.26421636617,159525.73015873015,160273.85925925925,155030.12570462233,0.0,3,4,148284.15353697748,4,3,0.0,0.0,190.0,0.0,811.0,0.0,1001.0,181204.96805555557,3,0.0,186200.11090365946,1001,640,0,1641,0.0,0.0,2,0,4,1,3,5,182981.7087770841,1,4,132468.47186700767,1972.0,0.0,2.0,490.0,3,3,0.0,0,0,92,0,0,0,0.0,0,7,2008,173907.60378847673,175327.41417910447,140000,36,36,0
60,190810.50749559083,89.0,9205,3,178309.4876472824,177388.57623947616,3,318154.46376811597,183601.24612941642,180228.34979281767,184355.61983471076,205820.0909090909,6,5,1990,1991,226018.87385740402,179915.26421636617,159525.73015873015,160273.85925925925,210179.47781569965,304.0,4,3,226384.9992337165,4,3,0.0,0.0,704.0,0.0,0.0,226.0,930.0,181204.96805555557,5,0.0,186200.11090365946,1364,1319,0,2683,1.0,0.0,2,1,4,1,4,9,182981.7087770841,2,4,203176.59119861032,1990.0,0.0,2.0,473.0,3,3,0.0,237,251,0,0,196,0,0.0,0,6,2008,173907.60378847673,175327.41417910447,290000,18,17,1
60,190810.50749559083,105.0,11025,4,178309.4876472824,177388.57623947616,3,318154.46376811597,183601.24612941642,180228.34979281767,184355.61983471076,137529.92356687898,9,5,1993,1994,226018.87385740402,179915.26421636617,145538.83054892602,146944.33753148615,210179.47781569965,568.0,4,3,226384.9992337165,4,3,0.0,0.0,520.0,0.0,0.0,1328.0,1848.0,181204.96805555557,5,0.0,186200.11090365946,1827,959,0,2786,1.0,0.0,2,1,4,1,4,10,182981.7087770841,1,5,203176.59119861032,1993.0,0.0,2.0,636.0,3,3,0.0,294,49,0,0,0,0,0.0,0,6,2008,173907.60378847673,175327.41417910447,372500,15,14,1
120,218986.94964028776,59.0,4282,2,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,192311.91416309014,178696.39527027027,7,5,2004,2004,170059.83362068966,179915.26421636617,153775.16,155553.29306487695,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,16.0,0.0,0.0,1375.0,1391.0,181204.96805555557,5,0.0,186200.11090365946,1391,0,0,1391,0.0,0.0,2,0,2,1,4,5,182981.7087770841,0,0,203176.59119861032,2004.0,0.0,2.0,530.0,3,3,0.0,156,158,0,0,0,0,0.0,0,7,2008,173907.60378847673,175327.41417910447,196000,4,4,0
160,218986.94964028776,35.0,4017,3,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,192311.91416309014,205820.0909090909,7,5,2006,2007,170059.83362068966,179915.26421636617,153775.16,155553.29306487695,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,0.0,0.0,0.0,625.0,625.0,181204.96805555557,5,0.0,186200.11090365946,625,625,0,1250,0.0,0.0,2,1,2,1,4,5,182981.7087770841,0,0,132468.47186700767,2006.0,0.0,2.0,625.0,3,3,0.0,0,54,0,0,0,0,0.0,0,3,2008,173907.60378847673,175327.41417910447,171900,2,1,1
120,218986.94964028776,37.0,3435,3,178309.4876472824,177751.95866141733,3,229707.32417582418,183601.24612941642,180228.34979281767,192311.91416309014,178696.39527027027,7,5,2004,2005,170059.83362068966,179915.26421636617,153775.16,155553.29306487695,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,24.0,0.0,0.0,1211.0,1235.0,181204.96805555557,5,0.0,186200.11090365946,1245,0,0,1245,0.0,0.0,2,0,1,1,4,5,182981.7087770841,0,0,203176.59119861032,2004.0,0.0,2.0,495.0,3,3,0.0,0,100,0,0,0,0,0.0,0,6,2008,173907.60378847673,175327.41417910447,178000,4,3,1
160,218986.94964028776,30.0,3180,4,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,192311.91416309014,205820.0909090909,6,5,2005,2005,170059.83362068966,179915.26421636617,153775.16,155553.29306487695,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,390.0,0.0,0.0,210.0,600.0,181204.96805555557,5,0.0,186200.11090365946,600,600,0,1200,1.0,0.0,2,1,2,1,4,5,182981.7087770841,0,0,132468.47186700767,2005.0,0.0,2.0,480.0,3,3,0.0,0,166,0,0,0,0,0.0,0,5,2008,173907.60378847673,175327.41417910447,165000,3,3,0
160,218986.94964028776,30.0,3180,4,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,192311.91416309014,205820.0909090909,7,5,2007,2007,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,0.0,0.0,0.0,689.0,689.0,181204.96805555557,5,0.0,186200.11090365946,703,689,0,1392,0.0,0.0,2,0,2,1,4,5,182981.7087770841,0,0,132468.47186700767,2007.0,0.0,2.0,540.0,3,3,0.0,0,102,0,0,0,0,0.0,0,3,2008,173907.60378847673,137197.29100529102,146000,1,1,0
160,218986.94964028776,34.0,3604,4,178309.4876472824,177751.95866141733,3,229707.32417582418,183601.24612941642,180228.34979281767,192311.91416309014,205820.0909090909,7,5,2007,2007,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,4,3,0.0,0.0,0.0,0.0,0.0,689.0,689.0,181204.96805555557,5,0.0,186200.11090365946,703,689,0,1392,0.0,0.0,2,0,2,1,4,5,182981.7087770841,0,0,132468.47186700767,2007.0,0.0,2.0,540.0,3,3,0.0,0,102,0,0,0,0,0.0,0,2,2008,173907.60378847673,137197.29100529102,146000,1,1,0
160,218986.94964028776,24.0,2280,4,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,135934.05940594058,205820.0909090909,7,5,1999,1999,170059.83362068966,179915.26421636617,153775.16,155553.29306487695,210179.47781569965,360.0,3,3,226384.9992337165,4,3,0.0,0.0,549.0,0.0,0.0,195.0,744.0,181204.96805555557,4,0.0,186200.11090365946,757,744,0,1501,0.0,0.0,2,1,3,1,3,6,182981.7087770841,0,0,132468.47186700767,1999.0,0.0,2.0,440.0,3,3,0.0,0,0,0,0,0,0,0.0,0,8,2008,173907.60378847673,175327.41417910447,179400,9,9,0
160,218986.94964028776,24.0,2280,4,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,135934.05940594058,205820.0909090909,6,5,1999,1999,170059.83362068966,179915.26421636617,153775.16,155553.29306487695,261575.92276422764,216.0,3,3,226384.9992337165,4,3,0.0,0.0,550.0,0.0,0.0,194.0,744.0,181204.96805555557,4,0.0,186200.11090365946,757,792,0,1549,1.0,0.0,2,1,3,1,3,6,182981.7087770841,0,0,132468.47186700767,1999.0,0.0,2.0,440.0,3,3,0.0,0,32,0,0,0,0,0.0,0,4,2008,173907.60378847673,175327.41417910447,172900,9,9,0
120,218986.94964028776,72.5,4765,3,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,192311.91416309014,178696.39527027027,9,5,2000,2000,226018.87385740402,179915.26421636617,153775.16,155553.29306487695,210179.47781569965,260.0,4,3,226384.9992337165,4,3,0.0,0.0,1027.0,0.0,0.0,587.0,1614.0,181204.96805555557,5,0.0,186200.11090365946,1638,0,0,1638,1.0,0.0,2,0,2,1,5,5,182981.7087770841,1,3,203176.59119861032,2000.0,0.0,2.0,495.0,3,3,0.0,230,68,0,0,0,0,0.0,0,7,2008,173907.60378847673,175327.41417910447,300000,8,8,0
120,218986.94964028776,72.5,4538,3,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,192311.91416309014,178696.39527027027,9,5,2001,2001,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,210179.47781569965,179.0,4,3,226384.9992337165,5,3,0.0,0.0,1004.0,0.0,0.0,306.0,1310.0,181204.96805555557,5,0.0,186200.11090365946,1310,0,0,1310,1.0,0.0,1,1,1,1,4,5,182981.7087770841,1,3,203176.59119861032,2001.0,0.0,2.0,545.0,3,3,0.0,277,45,0,0,0,0,0.0,0,7,2008,173907.60378847673,175327.41417910447,285000,7,7,0
120,218986.94964028776,42.0,4385,3,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,192311.91416309014,178696.39527027027,9,5,2001,2001,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,155030.12570462233,0.0,4,3,226384.9992337165,5,3,0.0,0.0,964.0,0.0,0.0,455.0,1419.0,181204.96805555557,5,0.0,186200.11090365946,1419,0,0,1419,1.0,0.0,1,1,2,1,5,5,182981.7087770841,1,3,203176.59119861032,2001.0,0.0,2.0,588.0,3,3,0.0,155,58,0,0,0,0,0.0,0,9,2008,173907.60378847673,175327.41417910447,290000,7,7,0
120,218986.94964028776,35.0,4109,3,178309.4876472824,177388.57623947616,3,229707.32417582418,183601.24612941642,180228.34979281767,192311.91416309014,178696.39527027027,9,5,1999,2000,170059.83362068966,179915.26421636617,217183.18323586744,217126.56354679802,210179.47781569965,260.0,4,3,226384.9992337165,4,3,0.0,0.0,1141.0,0.0,0.0,416.0,1557.0,181204.96805555557,5,0.0,186200.11090365946,1557,0,0,1557,1.0,0.0,2,0,2,1,5,5,182981.7087770841,1,3,203176.59119861032,1999.0,0.0,2.0,484.0,3,3,0.0,124,113,0,0,0,0,0.0,0,6,2008,173907.60378847673,175327.41417910447,305000,9,8,1
